customer_id,recency,frequency,monetary,avg_order_value,total_items,discount_rate,unique_categories,R_score,F_score,M_score,RFM_score,segment
CUST02037,50,77,8779.460000000001,114.01896103896105,421,0.2987012987012987,10,4,5,5,14,Champions
CUST02038,40,26,3297.0699999999997,126.8103846153846,127,0.34615384615384615,9,5,4,4,13,Champions
CUST02039,120,20,1732.81,86.6405,92,0.2,8,2,3,3,8,Potential Loyalists
CUST02040,154,21,1417.1,67.48095238095237,102,0.14285714285714285,9,2,3,3,8,Potential Loyalists
CUST02041,80,151,9528.55,63.10298013245033,763,0.304635761589404,10,3,5,5,13,Loyal Customers
CUST02042,415,3,580.9200000000001,193.64000000000001,21,0.3333333333333333,3,1,1,2,4,Lost Customers
CUST02043,31,200,20868.06,104.34030000000001,997,0.33,10,5,5,5,15,Champions
CUST02044,101,74,4959.02,67.0137837837838,351,0.32432432432432434,9,2,5,4,11,At Risk
CUST02045,12,24,2745.61,114.40041666666667,119,0.16666666666666666,10,5,4,4,13,Champions
CUST02046,44,13,2201.17,169.32076923076923,58,0.15384615384615385,10,4,3,3,10,Loyal Customers
CUST02047,258,3,279.47,93.15666666666668,19,0.6666666666666666,3,1,1,1,3,Lost Customers
CUST02048,85,20,1867.12,93.356,105,0.2,5,3,3,3,9,Loyal Customers
CUST02049,266,1,107.62,107.62,3,0.0,1,1,1,1,3,Lost Customers
CUST02050,50,40,3870.02,96.7505,211,0.425,9,4,4,4,12,Champions
CUST02051,99,41,2272.55,55.428048780487806,208,0.2682926829268293,9,3,4,3,10,Loyal Customers
CUST02052,2,50,3513.41,70.2682,258,0.28,10,5,4,4,13,Champions
CUST02053,410,8,404.28,50.535,46,0.625,4,1,2,2,5,Lost Customers
CUST02054,342,2,102.24000000000001,51.120000000000005,10,0.5,2,1,1,1,3,Lost Customers
CUST02055,428,14,815.96,58.28285714285715,58,0.42857142857142855,6,1,3,2,6,Potential Loyalists
CUST02056,42,133,12044.36,90.55909774436091,664,0.3383458646616541,10,5,5,5,15,Champions
CUST02057,97,3,194.88,64.96,11,0.3333333333333333,1,3,1,1,5,Potential Loyalists
CUST02058,71,169,8723.7,51.61952662721894,816,0.30177514792899407,10,4,5,5,14,Champions
CUST02059,87,6,1249.23,208.205,29,0.3333333333333333,5,3,2,3,8,Potential Loyalists
CUST02060,56,2,39.2,19.6,12,0.0,1,4,1,1,6,Recent Customers
CUST02061,49,50,5189.83,103.7966,270,0.3,10,4,4,4,12,Champions
CUST02062,135,7,876.54,125.22,32,0.2857142857142857,4,2,2,2,6,Lost Customers
CUST02063,83,34,3838.02,112.88294117647058,167,0.29411764705882354,9,3,4,4,11,Loyal Customers
CUST02064,10,46,4207.25,91.46195652173913,256,0.21739130434782608,9,5,4,4,13,Champions
CUST02065,45,20,1899.93,94.9965,110,0.35,7,4,3,3,10,Loyal Customers
CUST02066,153,14,1316.49,94.035,63,0.35714285714285715,4,2,3,3,8,Potential Loyalists
CUST02067,72,63,5925.3099999999995,94.05253968253967,324,0.3968253968253968,10,3,5,5,13,Loyal Customers
CUST02068,31,27,2367.82,87.69703703703705,142,0.37037037037037035,8,5,4,3,12,Champions
CUST02069,219,5,726.47,145.294,24,0.0,3,2,2,2,6,Lost Customers
CUST02070,26,200,16824.35,84.12174999999999,981,0.305,10,5,5,5,15,Champions
CUST02071,75,13,1144.71,88.05461538461539,67,0.15384615384615385,6,3,3,3,9,Loyal Customers
CUST02072,40,166,41472.340000000004,249.83337349397593,896,0.2891566265060241,10,5,5,5,15,Champions
CUST02073,227,9,1663.3,184.8111111111111,57,0.4444444444444444,6,1,2,3,6,Lost Customers
CUST02074,72,5,317.18,63.436,32,0.2,3,3,2,2,7,Potential Loyalists
CUST02075,335,8,627.73,78.46625,34,0.25,5,1,2,2,5,Lost Customers
CUST02076,92,17,1469.43,86.43705882352941,92,0.35294117647058826,6,3,3,3,9,Loyal Customers
CUST02077,63,104,8988.75,86.43028846153847,498,0.2980769230769231,10,4,5,5,14,Champions
CUST02078,79,149,15337.25,102.93456375838926,707,0.28859060402684567,10,3,5,5,13,Loyal Customers
CUST02079,219,1,281.44,281.44,7,0.0,1,2,1,1,4,Lost Customers
CUST02080,93,1,48.67,48.67,2,0.0,1,3,1,1,5,Potential Loyalists
CUST02081,83,41,5350.86,130.50878048780487,177,0.21951219512195122,9,3,4,4,11,Loyal Customers
CUST02082,71,107,10991.35,102.72289719626168,556,0.3364485981308411,10,4,5,5,14,Champions
CUST02083,82,10,1121.72,112.172,38,0.2,4,3,2,3,8,Potential Loyalists
CUST02084,229,1,61.08,61.08,4,0.0,1,1,1,1,3,Lost Customers
CUST02085,82,32,3113.22,97.288125,150,0.375,10,3,4,4,11,Loyal Customers
CUST02086,93,46,4346.09,94.48021739130435,231,0.2826086956521739,10,3,4,4,11,Loyal Customers
CUST02087,41,57,6003.66,105.32736842105263,276,0.2807017543859649,9,5,5,5,15,Champions
CUST02088,92,87,7204.81,82.81390804597702,449,0.3563218390804598,10,3,5,5,13,Loyal Customers
CUST02089,112,18,5994.7,333.0388888888889,94,0.4444444444444444,8,2,3,5,10,Potential Loyalists
CUST02090,32,55,4385.37,79.734,278,0.3090909090909091,10,5,4,4,13,Champions
CUST02091,35,10,1530.89,153.089,53,0.2,7,5,2,3,10,Recent Customers
CUST02092,113,2,458.8,229.4,6,0.0,2,2,1,2,5,Lost Customers
CUST02093,68,46,4121.4,89.59565217391304,232,0.30434782608695654,10,4,4,4,12,Champions
CUST02094,142,16,1333.25,83.328125,78,0.3125,7,2,3,3,8,Potential Loyalists
CUST02095,72,52,4577.89,88.03634615384615,246,0.2692307692307692,10,3,4,4,11,Loyal Customers
CUST02096,179,70,6382.7699999999995,91.18242857142856,359,0.2857142857142857,10,2,5,5,12,At Risk
CUST02097,16,1,13.36,13.36,5,0.0,1,5,1,1,7,Recent Customers
CUST02098,60,5,408.70000000000005,81.74000000000001,21,0.8,3,4,2,2,8,Recent Customers
CUST02099,96,20,2829.83,141.4915,96,0.35,6,3,3,4,10,Loyal Customers
CUST02100,96,3,695.96,231.98666666666668,21,0.6666666666666666,3,3,1,2,6,Potential Loyalists
CUST02101,166,10,522.0,52.2,58,0.0,6,2,2,2,6,Lost Customers
CUST02102,79,200,53485.08,267.4254,1021,0.255,10,3,5,5,13,Loyal Customers
CUST02103,182,26,2447.64,94.14,137,0.15384615384615385,7,2,4,3,9,At Risk
CUST02104,87,18,1193.35,66.29722222222222,76,0.3888888888888889,8,3,3,3,9,Loyal Customers
CUST02105,81,22,2775.98,126.1809090909091,107,0.45454545454545453,9,3,3,4,10,Loyal Customers
CUST02106,132,5,409.0,81.8,27,0.2,2,2,2,2,6,Lost Customers
CUST02107,178,1,28.57,28.57,8,0.0,1,2,1,1,4,Lost Customers
CUST02108,211,2,259.35,129.675,12,0.5,2,2,1,1,4,Lost Customers
CUST02109,11,14,3938.87,281.34785714285715,65,0.42857142857142855,6,5,3,4,12,Loyal Customers
CUST02110,149,9,1090.05,121.11666666666666,40,0.3333333333333333,8,2,2,3,7,Lost Customers
CUST02111,51,9,1028.68,114.29777777777778,35,0.3333333333333333,2,4,2,3,9,Recent Customers
CUST02112,389,10,1417.77,141.777,46,0.4,5,1,2,3,6,Lost Customers
CUST02113,81,69,6872.15,99.5963768115942,341,0.34782608695652173,10,3,5,5,13,Loyal Customers
CUST02114,104,14,3159.61,225.6864285714286,84,0.07142857142857142,10,2,3,4,9,Potential Loyalists
CUST02115,91,1,18.85,18.85,5,0.0,1,3,1,1,5,Potential Loyalists
CUST02116,71,58,7472.12,128.8296551724138,315,0.2413793103448276,9,4,5,5,14,Champions
CUST02117,214,1,102.05,102.05,2,1.0,1,2,1,1,4,Lost Customers
CUST02118,28,24,2647.23,110.30125,127,0.5416666666666666,8,5,4,4,13,Champions
CUST02119,204,16,1763.39,110.211875,84,0.1875,7,2,3,3,8,Potential Loyalists
CUST02120,11,10,945.26,94.526,47,0.1,6,5,2,2,9,Recent Customers
CUST02121,123,12,1598.32,133.19333333333333,65,0.16666666666666666,7,2,3,3,8,Potential Loyalists
CUST02122,501,1,27.09,27.09,1,0.0,1,1,1,1,3,Lost Customers
CUST02123,82,94,8853.95,94.19095744680853,449,0.3191489361702128,10,3,5,5,13,Loyal Customers
CUST02124,51,100,28443.4,284.434,523,0.23,10,4,5,5,14,Champions
CUST02125,30,86,8128.32,94.5153488372093,468,0.2558139534883721,10,5,5,5,15,Champions
CUST02126,340,27,2176.13,80.59740740740742,140,0.5185185185185185,9,1,4,3,8,At Risk
CUST02127,81,30,3698.2,123.27333333333333,154,0.3333333333333333,7,3,4,4,11,Loyal Customers
CUST02128,75,22,3033.31,137.87772727272727,131,0.36363636363636365,9,3,3,4,10,Loyal Customers
CUST02129,515,3,238.82,79.60666666666667,20,0.3333333333333333,3,1,1,1,3,Lost Customers
CUST02130,42,8,632.39,79.04875,41,0.25,4,5,2,2,9,Recent Customers
CUST02131,13,43,10409.59,242.08348837209303,208,0.32558139534883723,9,5,4,5,14,Champions
CUST02132,387,6,639.4300000000001,106.57166666666667,30,0.16666666666666666,4,1,2,2,5,Lost Customers
CUST02133,145,1,169.77,169.77,5,1.0,1,2,1,1,4,Lost Customers
CUST02134,29,36,3387.44,94.09555555555556,178,0.1388888888888889,10,5,4,4,13,Champions
CUST02135,172,2,236.24,118.12,8,0.5,1,2,1,1,4,Lost Customers
CUST02136,198,1,146.75,146.75,5,0.0,1,2,1,1,4,Lost Customers
CUST02137,224,27,2266.72,83.95259259259258,126,0.4074074074074074,9,1,4,3,8,At Risk
CUST02138,9,36,4098.3099999999995,113.84194444444444,177,0.2222222222222222,10,5,4,4,13,Champions
CUST02139,371,49,5254.25,107.2295918367347,247,0.2857142857142857,10,1,4,4,9,At Risk
CUST02140,372,68,7526.85,110.68897058823529,333,0.29411764705882354,9,1,5,5,11,At Risk
CUST02141,148,30,2712.95,90.43166666666666,142,0.23333333333333334,9,2,4,4,10,At Risk
CUST02142,205,10,3248.13,324.813,51,0.1,5,2,2,4,8,Lost Customers
CUST02143,67,22,3162.64,143.75636363636363,90,0.36363636363636365,7,4,3,4,11,Loyal Customers
CUST02144,55,21,1926.33,91.72999999999999,106,0.14285714285714285,10,4,3,3,10,Loyal Customers
CUST02145,62,102,11186.47,109.67127450980392,510,0.3333333333333333,10,4,5,5,14,Champions
CUST02146,35,173,17084.45,98.75404624277456,824,0.32947976878612717,10,5,5,5,15,Champions
CUST02147,64,55,6758.3,122.87818181818182,269,0.2909090909090909,10,4,4,5,13,Champions
CUST02148,36,54,3291.75,60.958333333333336,301,0.2777777777777778,9,5,4,4,13,Champions
CUST02149,197,4,517.13,129.2825,22,0.25,3,2,2,2,6,Lost Customers
CUST02150,65,19,1978.24,104.1178947368421,93,0.05263157894736842,9,4,3,3,10,Loyal Customers
CUST02151,79,4,652.5,163.125,26,0.25,3,3,2,2,7,Potential Loyalists
CUST02152,77,1,18.41,18.41,3,0.0,1,3,1,1,5,Potential Loyalists
CUST02153,12,16,1682.01,105.125625,75,0.4375,6,5,3,3,11,Loyal Customers
CUST02154,98,30,2020.76,67.35866666666666,168,0.4666666666666667,8,3,4,3,10,Loyal Customers
CUST02155,385,54,4996.85,92.53425925925927,262,0.25925925925925924,10,1,4,4,9,At Risk
CUST02156,234,2,89.72999999999999,44.864999999999995,5,0.0,2,1,1,1,3,Lost Customers
CUST02157,17,94,5484.42,58.34489361702128,485,0.3404255319148936,10,5,5,4,14,Champions
CUST02158,164,1,17.42,17.42,4,1.0,1,2,1,1,4,Lost Customers
CUST02159,345,21,1082.63,51.55380952380953,94,0.2857142857142857,6,1,3,3,7,Potential Loyalists
CUST02160,64,3,392.07000000000005,130.69000000000003,4,0.0,3,4,1,2,7,Recent Customers
CUST02161,19,1,37.35,37.35,3,1.0,1,5,1,1,7,Recent Customers
CUST02162,120,1,34.55,34.55,1,0.0,1,2,1,1,4,Lost Customers
CUST02163,86,20,2575.31,128.7655,101,0.3,8,3,3,4,10,Loyal Customers
CUST02164,72,1,36.9,36.9,1,0.0,1,3,1,1,5,Potential Loyalists
CUST02165,96,23,1915.62,83.28782608695651,110,0.13043478260869565,9,3,3,3,9,Loyal Customers
CUST02166,28,3,278.34000000000003,92.78000000000002,15,0.3333333333333333,2,5,1,1,7,Recent Customers
CUST02167,27,87,8030.29,92.30218390804598,456,0.27586206896551724,10,5,5,5,15,Champions
CUST02168,37,95,23450.46,246.84694736842104,443,0.29473684210526313,10,5,5,5,15,Champions
CUST02169,47,7,569.73,81.39,24,0.14285714285714285,4,4,2,2,8,Recent Customers
CUST02170,182,5,273.8,54.760000000000005,25,0.4,5,2,2,1,5,Lost Customers
CUST02171,290,9,498.7,55.41111111111111,43,0.2222222222222222,6,1,2,2,5,Lost Customers
CUST02172,32,1,926.17,926.17,2,1.0,1,5,1,2,8,Recent Customers
CUST02173,157,4,332.67,83.1675,23,0.25,2,2,2,2,6,Lost Customers
CUST02174,48,31,2789.88,89.99612903225807,152,0.2903225806451613,10,4,4,4,12,Champions
CUST02175,71,48,5886.89,122.64354166666668,210,0.22916666666666666,10,4,4,4,12,Champions
CUST02176,289,21,1007.38,47.97047619047619,109,0.2857142857142857,9,1,3,3,7,Potential Loyalists
CUST02177,406,9,1154.92,128.32444444444445,49,0.2222222222222222,4,1,2,3,6,Lost Customers
CUST02178,59,1,73.41,73.41,1,0.0,1,4,1,1,6,Recent Customers
CUST02179,26,134,29059.64,216.86298507462686,670,0.31343283582089554,10,5,5,5,15,Champions
CUST02180,217,130,13892.94,106.86876923076923,654,0.23846153846153847,10,2,5,5,12,At Risk
CUST02181,53,16,1692.81,105.800625,92,0.375,8,4,3,3,10,Loyal Customers
CUST02182,334,12,743.0899999999999,61.92416666666666,75,0.08333333333333333,7,1,3,2,6,Potential Loyalists
CUST02183,57,32,3263.55,101.9859375,127,0.28125,10,4,4,4,12,Champions
CUST02184,399,9,754.51,83.83444444444444,49,0.3333333333333333,6,1,2,2,5,Lost Customers
CUST02185,134,5,551.3100000000001,110.26200000000001,21,0.2,4,2,2,2,6,Lost Customers
CUST02186,329,3,174.28,58.093333333333334,21,0.3333333333333333,2,1,1,1,3,Lost Customers
CUST02187,99,9,499.56,55.50666666666667,41,0.4444444444444444,5,3,2,2,7,Potential Loyalists
CUST02188,85,42,3510.77,83.5897619047619,212,0.30952380952380953,9,3,4,4,11,Loyal Customers
CUST02189,101,16,1455.08,90.9425,81,0.3125,7,2,3,3,8,Potential Loyalists
CUST02190,293,5,451.28,90.256,21,0.6,3,1,2,2,5,Lost Customers
CUST02191,85,30,2502.79,83.42633333333333,155,0.3,10,3,4,4,11,Loyal Customers
CUST02192,92,1,98.54,98.54,8,1.0,1,3,1,1,5,Potential Loyalists
CUST02193,291,3,122.94999999999999,40.98333333333333,13,0.0,3,1,1,1,3,Lost Customers
CUST02194,44,2,67.83,33.915,7,1.0,2,4,1,1,6,Recent Customers
CUST02195,30,23,2700.9700000000003,117.43347826086958,94,0.43478260869565216,8,5,3,4,12,Loyal Customers
CUST02196,52,1,40.15,40.15,6,0.0,1,4,1,1,6,Recent Customers
CUST02197,61,21,2582.28,122.9657142857143,88,0.42857142857142855,9,4,3,4,11,Loyal Customers
CUST02198,55,1,28.22,28.22,8,0.0,1,4,1,1,6,Recent Customers
CUST02199,87,1,52.57,52.57,8,0.0,1,3,1,1,5,Potential Loyalists
CUST02200,139,5,219.3,43.86,25,0.0,2,2,2,1,5,Lost Customers
CUST02201,198,1,33.3,33.3,4,1.0,1,2,1,1,4,Lost Customers
CUST02202,314,6,633.17,105.52833333333332,24,0.16666666666666666,4,1,2,2,5,Lost Customers
CUST02203,100,11,1665.0,151.36363636363637,41,0.18181818181818182,7,3,3,3,9,Loyal Customers
CUST02204,37,4,481.84000000000003,120.46000000000001,15,0.25,4,5,2,2,9,Recent Customers
CUST02205,42,10,847.66,84.76599999999999,53,0.4,5,5,2,2,9,Recent Customers
CUST02206,57,30,2684.58,89.486,128,0.4,10,4,4,4,12,Champions
CUST02207,58,27,2020.46,74.83185185185185,114,0.18518518518518517,8,4,4,3,11,Champions
CUST02208,60,2,103.7,51.85,9,0.5,2,4,1,1,6,Recent Customers
CUST02209,261,1,51.19,51.19,9,0.0,1,1,1,1,3,Lost Customers
CUST02210,200,7,818.35,116.90714285714286,35,0.14285714285714285,5,2,2,2,6,Lost Customers
CUST02211,138,7,774.59,110.6557142857143,31,0.42857142857142855,5,2,2,2,6,Lost Customers
CUST02212,88,17,1967.3,115.7235294117647,89,0.35294117647058826,7,3,3,3,9,Loyal Customers
CUST02213,41,160,14768.64,92.304,834,0.24375,10,5,5,5,15,Champions
CUST02214,57,65,6537.63,100.57892307692308,335,0.23076923076923078,10,4,5,5,14,Champions
CUST02215,88,35,3638.16,103.94742857142857,147,0.34285714285714286,10,3,4,4,11,Loyal Customers
CUST02216,68,22,1990.87,90.4940909090909,106,0.3181818181818182,8,4,3,3,10,Loyal Customers
CUST02217,1,1,5.32,5.32,1,0.0,1,5,1,1,7,Recent Customers
CUST02218,80,42,4776.66,113.72999999999999,235,0.21428571428571427,10,3,4,4,11,Loyal Customers
CUST02219,45,42,4635.77,110.3754761904762,235,0.30952380952380953,10,4,4,4,12,Champions
CUST02220,75,37,3089.66,83.50432432432432,178,0.2702702702702703,9,3,4,4,11,Loyal Customers
CUST02221,116,11,837.4200000000001,76.12909090909092,62,0.45454545454545453,6,2,3,2,7,Potential Loyalists
CUST02222,318,14,917.03,65.50214285714286,69,0.5714285714285714,8,1,3,2,6,Potential Loyalists
CUST02223,135,3,106.11,35.37,15,0.0,3,2,1,1,4,Lost Customers
CUST02224,45,86,8944.06,104.0006976744186,424,0.27906976744186046,10,4,5,5,14,Champions
CUST02225,96,34,1553.5,45.69117647058823,165,0.35294117647058826,9,3,4,3,10,Loyal Customers
CUST02226,236,11,1045.26,95.02363636363636,66,0.2727272727272727,7,1,3,3,7,Potential Loyalists
CUST02227,35,64,5772.1900000000005,90.19046875000001,328,0.28125,9,5,5,4,14,Champions
CUST02228,176,11,863.07,78.4609090909091,48,0.36363636363636365,6,2,3,2,7,Potential Loyalists
CUST02229,13,1,20.13,20.13,9,0.0,1,5,1,1,7,Recent Customers
CUST02230,34,23,2025.37,88.0595652173913,118,0.43478260869565216,9,5,3,3,11,Loyal Customers
CUST02231,89,32,2130.58,66.580625,155,0.1875,9,3,4,3,10,Loyal Customers
CUST02232,261,41,6736.74,164.31073170731707,222,0.2682926829268293,10,1,4,5,10,At Risk
CUST02233,77,27,2260.98,83.74,134,0.18518518518518517,10,3,4,3,10,Loyal Customers
CUST02234,10,200,18543.170000000002,92.71585,943,0.31,10,5,5,5,15,Champions
CUST02235,496,8,1259.09,157.38625,36,0.25,3,1,2,3,6,Lost Customers
CUST02236,80,15,2134.1400000000003,142.276,78,0.26666666666666666,8,3,3,3,9,Loyal Customers
CUST02237,68,124,11606.18,93.59822580645161,614,0.3548387096774194,10,4,5,5,14,Champions
CUST02238,32,129,10231.71,79.31558139534883,591,0.3178294573643411,10,5,5,5,15,Champions
CUST02239,109,17,3545.44,208.55529411764707,76,0.23529411764705882,6,2,3,4,9,Potential Loyalists
CUST02240,30,129,13706.97,106.25558139534883,728,0.32558139534883723,10,5,5,5,15,Champions
CUST02241,188,35,8664.11,247.54600000000002,173,0.2571428571428571,9,2,4,5,11,At Risk
CUST02242,363,2,400.49,200.245,7,1.0,1,1,1,2,4,Lost Customers
CUST02243,22,1,174.95,174.95,6,0.0,1,5,1,1,7,Recent Customers
CUST02244,37,80,7626.03,95.325375,404,0.35,10,5,5,5,15,Champions
CUST02245,66,17,1478.59,86.97588235294117,68,0.29411764705882354,6,4,3,3,10,Loyal Customers
CUST02246,17,1,32.04,32.04,3,0.0,1,5,1,1,7,Recent Customers
CUST02247,51,36,2158.16,59.94888888888889,185,0.16666666666666666,7,4,4,3,11,Champions
CUST02248,87,2,34.59,17.295,10,0.0,2,3,1,1,5,Potential Loyalists
CUST02249,69,94,9324.26,99.19425531914894,434,0.2553191489361702,10,4,5,5,14,Champions
CUST02250,225,8,1156.11,144.51375,49,0.375,5,1,2,3,6,Lost Customers
CUST02251,20,42,4145.86,98.71095238095238,200,0.23809523809523808,9,5,4,4,13,Champions
CUST02252,94,200,20678.28,103.39139999999999,1019,0.32,10,3,5,5,13,Loyal Customers
CUST02253,58,79,7379.55,93.4120253164557,360,0.3037974683544304,10,4,5,5,14,Champions
CUST02254,33,151,16571.2,109.7430463576159,732,0.2980132450331126,10,5,5,5,15,Champions
CUST02255,70,22,1722.27,78.285,105,0.2727272727272727,8,4,3,3,10,Loyal Customers
CUST02256,370,20,1445.89,72.2945,81,0.15,6,1,3,3,7,Potential Loyalists
CUST02257,336,13,853.5,65.65384615384616,66,0.46153846153846156,6,1,3,2,6,Potential Loyalists
CUST02258,15,43,4365.09,101.51372093023257,210,0.16279069767441862,9,5,4,4,13,Champions
CUST02259,62,3,605.71,201.90333333333334,19,0.3333333333333333,2,4,1,2,7,Recent Customers
CUST02260,75,105,10188.86,97.03676190476192,512,0.2571428571428571,10,3,5,5,13,Loyal Customers
CUST02261,41,12,1611.05,134.25416666666666,49,0.4166666666666667,5,5,3,3,11,Loyal Customers
CUST02262,11,96,8694.1,90.56354166666667,475,0.4270833333333333,10,5,5,5,15,Champions
CUST02263,256,17,1560.8899999999999,91.81705882352941,103,0.29411764705882354,8,1,3,3,7,Potential Loyalists
CUST02264,77,1,150.42,150.42,2,0.0,1,3,1,1,5,Potential Loyalists
CUST02265,110,8,909.7,113.7125,46,0.25,5,2,2,2,6,Lost Customers
CUST02266,20,37,3480.48,94.06702702702702,188,0.32432432432432434,10,5,4,4,13,Champions
CUST02267,101,3,341.68,113.89333333333333,12,0.6666666666666666,2,2,1,2,5,Lost Customers
CUST02268,163,9,1726.3200000000002,191.81333333333336,43,0.4444444444444444,6,2,2,3,7,Lost Customers
CUST02269,146,26,2626.38,101.01461538461538,120,0.23076923076923078,8,2,4,4,10,At Risk
CUST02270,317,7,469.38,67.05428571428571,29,0.2857142857142857,4,1,2,2,5,Lost Customers
CUST02271,116,18,1056.21,58.678333333333335,87,0.3333333333333333,8,2,3,3,8,Potential Loyalists
CUST02272,64,174,37957.43,218.14614942528735,845,0.25287356321839083,10,4,5,5,14,Champions
CUST02273,64,37,3094.54,83.63621621621621,166,0.2972972972972973,10,4,4,4,12,Champions
CUST02274,240,9,982.52,109.16888888888889,52,0.3333333333333333,6,1,2,2,5,Lost Customers
CUST02275,15,10,1065.15,106.51500000000001,50,0.7,6,5,2,3,10,Recent Customers
CUST02276,90,40,3806.28,95.15700000000001,197,0.4,10,3,4,4,11,Loyal Customers
CUST02277,274,12,1069.76,89.14666666666666,56,0.6666666666666666,6,1,3,3,7,Potential Loyalists
CUST02278,34,1,101.98,101.98,4,0.0,1,5,1,1,7,Recent Customers
CUST02279,27,1,35.04,35.04,5,1.0,1,5,1,1,7,Recent Customers
CUST02280,173,2,384.45000000000005,192.22500000000002,11,0.5,1,2,1,2,5,Lost Customers
CUST02281,83,9,539.89,59.98777777777778,42,0.3333333333333333,4,3,2,2,7,Potential Loyalists
CUST02282,7,1,38.78,38.78,3,1.0,1,5,1,1,7,Recent Customers
CUST02283,196,8,705.09,88.13625,36,0.5,6,2,2,2,6,Lost Customers
CUST02284,53,3,137.79,45.93,18,0.3333333333333333,2,4,1,1,6,Recent Customers
CUST02285,282,5,450.21000000000004,90.042,25,0.2,4,1,2,2,5,Lost Customers
CUST02286,286,13,1229.63,94.58692307692309,59,0.38461538461538464,5,1,3,3,7,Potential Loyalists
CUST02287,51,101,5391.2699999999995,53.378910891089106,517,0.2376237623762376,10,4,5,4,13,Champions
CUST02288,94,59,6242.89,105.81169491525424,275,0.2542372881355932,10,3,5,5,13,Loyal Customers
CUST02289,82,25,2033.56,81.3424,100,0.28,10,3,4,3,10,Loyal Customers
CUST02290,82,57,6658.42,116.81438596491228,306,0.21052631578947367,9,3,5,5,13,Loyal Customers
CUST02291,33,6,369.01,61.501666666666665,25,0.3333333333333333,2,5,2,2,9,Recent Customers
CUST02292,82,37,4559.0,123.21621621621621,196,0.35135135135135137,10,3,4,4,11,Loyal Customers
CUST02293,72,6,311.79,51.965,33,0.6666666666666666,6,3,2,2,7,Potential Loyalists
CUST02294,191,5,470.87,94.174,35,0.2,3,2,2,2,6,Lost Customers
CUST02295,164,1,45.16,45.16,7,1.0,1,2,1,1,4,Lost Customers
CUST02296,72,1,31.83,31.83,3,1.0,1,3,1,1,5,Potential Loyalists
CUST02297,23,1,72.67,72.67,4,0.0,1,5,1,1,7,Recent Customers
CUST02298,55,6,485.35,80.89166666666667,32,0.6666666666666666,4,4,2,2,8,Recent Customers
CUST02299,239,4,369.98,92.495,20,0.0,2,1,2,2,5,Lost Customers
CUST02300,71,28,5022.58,179.37785714285715,172,0.25,10,4,4,4,12,Champions
CUST02301,16,103,24652.86,239.34815533980583,516,0.23300970873786409,10,5,5,5,15,Champions
CUST02302,69,24,1733.58,72.2325,111,0.4166666666666667,6,4,4,3,11,Champions
CUST02303,26,1,51.56,51.56,6,1.0,1,5,1,1,7,Recent Customers
CUST02304,100,13,1684.8600000000001,129.60461538461539,69,0.3076923076923077,7,3,3,3,9,Loyal Customers
CUST02305,26,18,902.96,50.16444444444445,101,0.2777777777777778,7,5,3,2,10,Loyal Customers
CUST02306,46,52,5498.7,105.74423076923077,248,0.3076923076923077,10,4,4,4,12,Champions
CUST02307,108,34,3355.33,98.68617647058824,163,0.3235294117647059,8,2,4,4,10,At Risk
CUST02308,79,26,2569.9,98.8423076923077,124,0.2692307692307692,9,3,4,4,11,Loyal Customers
CUST02309,42,28,2722.38,97.22785714285715,146,0.35714285714285715,10,5,4,4,13,Champions
CUST02310,270,38,2582.79,67.96815789473685,192,0.2631578947368421,9,1,4,4,9,At Risk
CUST02311,120,2,205.57,102.785,11,0.5,2,2,1,1,4,Lost Customers
CUST02312,64,26,3443.96,132.46,150,0.3076923076923077,9,4,4,4,12,Champions
CUST02313,284,16,2554.82,159.67625,71,0.3125,6,1,3,4,8,Potential Loyalists
CUST02314,120,25,3116.0,124.64,111,0.28,9,2,4,4,10,At Risk
CUST02315,292,55,6951.41,126.38927272727273,280,0.4,10,1,4,5,10,At Risk
CUST02316,162,6,271.19,45.19833333333333,36,0.3333333333333333,4,2,2,1,5,Lost Customers
CUST02317,50,51,3382.93,66.33196078431372,237,0.43137254901960786,10,4,4,4,12,Champions
CUST02318,238,13,1116.6599999999999,85.89692307692306,53,0.38461538461538464,5,1,3,3,7,Potential Loyalists
CUST02319,51,34,4676.66,137.54882352941175,164,0.20588235294117646,9,4,4,4,12,Champions
CUST02320,125,4,372.98,93.245,19,0.0,3,2,2,2,6,Lost Customers
CUST02321,94,13,976.77,75.13615384615385,49,0.46153846153846156,6,3,3,2,8,Loyal Customers
CUST02322,44,13,861.34,66.25692307692307,48,0.23076923076923078,7,4,3,2,9,Loyal Customers
CUST02323,316,1,73.19,73.19,3,0.0,1,1,1,1,3,Lost Customers
CUST02324,63,7,706.77,100.96714285714286,36,0.5714285714285714,4,4,2,2,8,Recent Customers
CUST02325,165,13,1366.44,105.11076923076924,74,0.07692307692307693,7,2,3,3,8,Potential Loyalists
CUST02326,174,1,56.17,56.17,3,0.0,1,2,1,1,4,Lost Customers
CUST02327,31,1,15.87,15.87,6,1.0,1,5,1,1,7,Recent Customers
CUST02328,64,33,3187.75,96.59848484848484,152,0.24242424242424243,9,4,4,4,12,Champions
CUST02329,79,3,445.34000000000003,148.4466666666667,18,0.0,3,3,1,2,6,Potential Loyalists
CUST02330,15,1,214.39,214.39,9,0.0,1,5,1,1,7,Recent Customers
CUST02331,98,12,2596.2400000000002,216.35333333333335,48,0.08333333333333333,5,3,3,4,10,Loyal Customers
