date,year,month,quarter,region,category,quantity,unit_price,unit_cost,revenue,profit,profit_margin,customer_id,store_id
2022-02-01,2022,2,Q1,North,Clothing,14,66.64,41.35,727.71,276.17,38.0,C05854,S099
2023-07-29,2023,7,Q3,South,Groceries,9,54.01,33.38,495.81,189.38,38.2,C00325,S061
2023-02-06,2023,2,Q1,North,Groceries,11,50.74,32.0,435.35,160.79,36.9,C09492,S066
2022-05-18,2022,5,Q2,International,Automotive,12,162.31,82.43,1947.72,958.56,49.2,C06317,S021
2022-04-29,2022,4,Q2,East,Home & Garden,10,129.16,60.33,1227.02,653.88,53.3,C09308,S039
2023-08-15,2023,8,Q3,International,Groceries,6,50.62,28.78,303.72,131.04,43.1,C09188,S078
2022-06-05,2022,6,Q2,South,Sports,2,108.75,55.0,228.38,112.88,49.4,C03735,S047
2023-09-27,2023,9,Q3,North,Electronics,3,251.69,158.67,739.97,273.48,37.0,C09368,S093
2023-06-29,2023,6,Q2,East,Home & Garden,7,155.07,62.7,1139.76,678.92,59.6,C03686,S007
2023-07-18,2023,7,Q3,International,Automotive,11,199.8,79.46,2241.76,1350.21,60.2,C05430,S070
2024-05-23,2024,5,Q2,East,Automotive,2,266.82,145.65,533.64,242.34,45.4,C07891,S042
2023-11-07,2023,11,Q4,International,Sports,12,93.51,51.3,1458.76,658.48,45.1,C07573,S003
2022-05-20,2022,5,Q2,North,Groceries,10,53.77,20.05,537.7,337.2,62.7,C07856,S027
2023-01-08,2023,1,Q1,South,Home & Garden,7,146.74,58.77,821.74,492.63,59.9,C07992,S065
2022-05-10,2022,5,Q2,North,Home & Garden,12,154.28,64.2,1851.36,1080.96,58.4,C01095,S073
2023-04-19,2023,4,Q2,South,Electronics,6,256.01,145.71,1459.26,628.71,43.1,C01575,S083
2022-10-23,2022,10,Q4,North,Groceries,12,61.05,25.03,769.23,453.85,59.0,C02812,S093
2023-11-21,2023,11,Q4,South,Electronics,3,332.96,179.08,1298.54,600.13,46.2,C05243,S018
2023-08-27,2023,8,Q3,East,Clothing,5,50.35,21.98,251.75,141.85,56.3,C00885,S094
2022-01-14,2022,1,Q1,East,Clothing,14,47.24,29.91,529.09,194.1,36.7,C01299,S019
2024-07-09,2024,7,Q3,International,Groceries,7,44.97,29.07,321.09,113.53,35.4,C00884,S031
2024-02-23,2024,2,Q1,North,Home & Garden,9,143.38,92.27,1006.53,358.79,35.6,C03324,S076
2023-04-19,2023,4,Q2,East,Electronics,6,410.62,170.92,2340.53,1366.29,58.4,C09708,S066
2024-07-21,2024,7,Q3,East,Toys,2,40.67,16.19,82.97,49.94,60.2,C04923,S094
2024-04-20,2024,4,Q2,West,Toys,9,44.86,17.92,383.55,230.34,60.1,C09547,S070
2022-02-21,2022,2,Q1,North,Electronics,12,472.39,247.22,4421.57,2107.59,47.7,C01077,S059
2022-01-30,2022,1,Q1,North,Electronics,12,335.12,213.38,3217.15,1168.7,36.3,C07396,S051
2022-10-14,2022,10,Q4,East,Home & Garden,13,155.49,84.45,2122.44,969.7,45.7,C01909,S097
2022-12-13,2022,12,Q4,North,Electronics,8,409.02,187.79,4908.24,2654.76,54.1,C09348,S011
2022-03-01,2022,3,Q1,West,Groceries,9,32.65,15.34,264.46,140.21,53.0,C08318,S067
2024-03-14,2024,3,Q1,West,Groceries,6,34.99,16.56,188.95,99.52,52.7,C02854,S080
2023-08-10,2023,8,Q3,South,Automotive,8,158.53,85.27,1268.24,586.08,46.2,C02211,S021
2024-01-26,2024,1,Q1,South,Clothing,11,85.22,53.23,749.94,281.51,37.5,C02966,S018
2024-11-23,2024,11,Q4,North,Home & Garden,14,137.5,77.73,2502.5,1087.81,43.5,C03313,S087
2024-01-14,2024,1,Q1,North,Groceries,2,34.93,14.16,55.89,33.23,59.5,C01151,S084
2024-12-29,2024,12,Q4,North,Clothing,14,86.07,42.21,1807.47,921.06,51.0,C08615,S078
2022-08-04,2022,8,Q3,North,Groceries,12,53.38,32.2,640.56,254.16,39.7,C04721,S047
2024-08-21,2024,8,Q3,East,Clothing,13,66.27,33.21,861.51,429.78,49.9,C06222,S092
2022-02-28,2022,2,Q1,East,Groceries,14,62.14,36.33,678.57,281.85,41.5,C08463,S082
2023-06-02,2023,6,Q2,South,Electronics,11,248.13,157.57,2865.9,1045.97,36.5,C09967,S087
2022-01-31,2022,1,Q1,East,Home & Garden,2,135.51,64.35,216.82,113.86,52.5,C05752,S083
2024-01-15,2024,1,Q1,South,Clothing,8,64.54,34.36,413.06,193.15,46.8,C03542,S071
2023-10-03,2023,10,Q4,East,Home & Garden,1,163.79,105.09,171.98,61.63,35.8,C09812,S094
2024-07-01,2024,7,Q3,East,Automotive,4,262.02,133.82,1069.04,523.06,48.9,C08584,S099
2022-11-10,2022,11,Q4,South,Beauty,8,48.44,21.6,503.78,279.14,55.4,C05184,S068
2022-11-20,2022,11,Q4,East,Electronics,11,322.98,146.22,4618.61,2527.67,54.7,C03842,S014
2024-10-22,2024,10,Q4,East,Groceries,9,34.68,15.23,327.73,183.8,56.1,C01675,S062
2024-07-05,2024,7,Q3,West,Groceries,8,37.28,20.46,304.2,137.25,45.1,C08432,S006
2022-03-27,2022,3,Q1,North,Beauty,3,39.54,25.45,106.76,38.04,35.6,C05419,S021
2022-04-18,2022,4,Q2,North,Groceries,11,35.41,17.58,370.03,186.32,50.4,C06392,S078
2022-08-27,2022,8,Q3,North,Electronics,6,376.88,151.78,2261.28,1350.6,59.7,C08592,S054
2024-12-04,2024,12,Q4,North,Sports,4,105.7,53.43,634.2,313.62,49.5,C08441,S069
2022-07-13,2022,7,Q3,International,Clothing,14,58.98,32.11,842.23,383.7,45.6,C04068,S043
2023-03-29,2023,3,Q1,East,Groceries,12,61.27,31.85,661.72,317.74,48.0,C05942,S058
2024-12-22,2024,12,Q4,East,Home & Garden,6,163.55,104.33,1471.95,532.98,36.2,C02681,S060
2023-09-10,2023,9,Q3,East,Toys,1,49.49,29.7,48.5,19.39,40.0,C00932,S077
2023-10-01,2023,10,Q4,North,Clothing,10,70.07,37.78,735.74,339.04,46.1,C05916,S066
2024-02-03,2024,2,Q1,North,Electronics,9,405.19,213.66,2844.43,1344.54,47.3,C06723,S046
2023-04-29,2023,4,Q2,South,Groceries,10,56.22,22.32,534.09,322.05,60.3,C08695,S029
2024-02-20,2024,2,Q1,East,Groceries,4,41.24,19.57,128.67,67.61,52.5,C07353,S083
2024-04-16,2024,4,Q2,North,Groceries,14,46.5,24.36,618.45,294.46,47.6,C08848,S018
2022-07-17,2022,7,Q3,West,Sports,1,103.65,40.23,105.72,64.69,61.2,C05189,S055
2024-03-21,2024,3,Q1,North,Electronics,12,317.04,198.4,3424.03,1281.31,37.4,C08363,S037
2022-07-30,2022,7,Q3,East,Electronics,6,348.31,143.71,2131.66,1252.15,58.7,C09958,S023
2023-10-28,2023,10,Q4,International,Sports,6,65.12,29.7,410.26,223.15,54.4,C07284,S025
2023-01-08,2023,1,Q1,North,Groceries,13,32.03,19.02,333.11,135.3,40.6,C09188,S040
2022-05-03,2022,5,Q2,North,Groceries,9,53.15,27.48,478.35,231.03,48.3,C03090,S092
2022-02-01,2022,2,Q1,South,Groceries,3,62.68,31.1,146.67,73.9,50.4,C02245,S047
2023-01-11,2023,1,Q1,South,Sports,11,80.82,40.76,711.22,352.53,49.6,C03685,S099
2024-04-18,2024,4,Q2,North,Groceries,5,49.72,29.14,236.17,97.75,41.4,C03949,S001
2024-09-15,2024,9,Q3,North,Home & Garden,1,155.97,92.51,152.85,62.19,40.7,C05674,S007
2024-07-23,2024,7,Q3,South,Home & Garden,8,148.58,83.62,1212.41,530.07,43.7,C02485,S085
2023-11-09,2023,11,Q4,International,Groceries,12,39.97,20.05,623.53,310.75,49.8,C08262,S060
2024-01-28,2024,1,Q1,North,Home & Garden,8,85.17,51.36,545.09,216.38,39.7,C05342,S042
2022-03-25,2022,3,Q1,South,Home & Garden,12,104.25,36.82,1125.9,728.24,64.7,C01786,S047
2024-01-16,2024,1,Q1,South,Clothing,9,59.75,27.85,430.2,229.68,53.4,C07803,S037
2022-04-21,2022,4,Q2,East,Clothing,14,67.49,31.18,897.62,482.92,53.8,C08960,S008
2024-12-02,2024,12,Q4,West,Groceries,13,39.39,23.4,768.11,311.81,40.6,C07235,S079
2023-10-03,2023,10,Q4,North,Beauty,8,72.57,34.24,609.59,321.97,52.8,C05386,S072
2023-04-13,2023,4,Q2,International,Sports,10,78.22,32.57,743.09,433.67,58.4,C06628,S090
2022-06-17,2022,6,Q2,South,Electronics,5,378.61,133.67,1987.7,1285.94,64.7,C02916,S003
2024-01-06,2024,1,Q1,South,Groceries,3,57.01,21.15,136.82,86.06,62.9,C07239,S081
2023-05-02,2023,5,Q2,South,Groceries,3,41.78,17.06,125.34,74.16,59.2,C09311,S019
2024-07-14,2024,7,Q3,South,Home & Garden,6,142.05,60.77,869.35,497.43,57.2,C08781,S074
2023-09-01,2023,9,Q3,South,Groceries,4,33.72,17.12,132.18,65.07,49.2,C00547,S046
2022-07-27,2022,7,Q3,South,Groceries,1,44.85,25.0,45.75,20.25,44.3,C06077,S085
2022-08-16,2022,8,Q3,International,Groceries,6,32.25,19.16,193.5,78.54,40.6,C07646,S032
2023-12-08,2023,12,Q4,South,Electronics,3,480.29,291.45,2161.31,849.78,39.3,C08029,S013
2023-03-05,2023,3,Q1,North,Electronics,8,467.5,225.14,3366.0,1744.99,51.8,C03063,S047
2022-12-12,2022,12,Q4,International,Electronics,11,394.63,153.44,6511.4,3979.64,61.1,C08069,S024
2023-07-05,2023,7,Q3,East,Sports,6,79.29,49.65,485.25,181.4,37.4,C02051,S052
2024-12-28,2024,12,Q4,West,Electronics,1,405.11,180.02,607.66,337.63,55.6,C08720,S003
2022-01-24,2022,1,Q1,North,Groceries,5,62.81,31.0,251.24,127.24,50.6,C03782,S039
2023-12-08,2023,12,Q4,International,Groceries,8,57.66,29.51,691.92,337.8,48.8,C08197,S005
2022-04-25,2022,4,Q2,North,Automotive,12,231.99,124.79,2644.69,1222.08,46.2,C08264,S032
2023-07-21,2023,7,Q3,East,Clothing,5,67.55,36.73,344.5,157.18,45.6,C08953,S003
2022-01-18,2022,1,Q1,International,Clothing,14,74.46,43.05,833.95,351.79,42.2,C01941,S060
2022-01-10,2022,1,Q1,West,Groceries,7,40.85,22.62,228.76,102.09,44.6,C07274,S087
2023-05-31,2023,5,Q2,West,Automotive,3,156.94,60.68,470.82,288.78,61.3,C09402,S075
2024-11-08,2024,11,Q4,West,Sports,2,115.13,44.24,299.34,184.31,61.6,C08743,S037
2023-10-06,2023,10,Q4,South,Automotive,6,167.53,88.97,1055.44,494.93,46.9,C00281,S060
2022-03-14,2022,3,Q1,South,Automotive,4,184.46,75.99,664.06,390.49,58.8,C06386,S055
2023-07-08,2023,7,Q3,East,Clothing,14,49.03,17.72,700.15,447.11,63.9,C02852,S047
2022-01-03,2022,1,Q1,East,Sports,5,97.72,49.91,390.88,191.24,48.9,C04494,S047
2022-12-04,2022,12,Q4,North,Sports,1,101.39,62.23,152.09,58.74,38.6,C00844,S068
2022-06-27,2022,6,Q2,North,Clothing,11,55.12,30.8,636.64,280.9,44.1,C00289,S092
2022-09-17,2022,9,Q3,East,Electronics,5,344.03,120.99,1685.75,1092.9,64.8,C08822,S085
2022-03-10,2022,3,Q1,South,Clothing,5,62.86,27.81,282.87,157.72,55.8,C00150,S015
2023-04-26,2023,4,Q2,South,Automotive,10,263.18,140.76,2500.21,1162.99,46.5,C03323,S079
2022-04-09,2022,4,Q2,West,Home & Garden,9,120.25,71.1,1028.14,420.23,40.9,C02473,S078
2023-03-08,2023,3,Q1,West,Clothing,6,63.04,25.06,340.42,205.09,60.2,C09415,S006
2023-04-22,2023,4,Q2,North,Groceries,14,45.35,27.62,603.15,235.81,39.1,C01321,S061
2023-05-29,2023,5,Q2,North,Electronics,5,350.37,156.96,1751.85,967.05,55.2,C01136,S093
2023-09-22,2023,9,Q3,East,Toys,14,52.02,33.22,713.71,257.94,36.1,C04702,S093
2024-07-15,2024,7,Q3,North,Sports,6,85.86,32.95,525.46,323.81,61.6,C04770,S088
2022-06-02,2022,6,Q2,North,Home & Garden,14,145.91,78.53,2144.88,990.49,46.2,C06746,S010
2024-02-11,2024,2,Q1,South,Automotive,7,174.83,106.5,954.57,373.08,39.1,C06309,S097
2023-01-19,2023,1,Q1,East,Automotive,1,195.7,94.52,156.56,80.94,51.7,C04902,S073
2024-04-01,2024,4,Q2,East,Groceries,1,54.9,22.13,52.15,31.13,59.7,C05666,S007
2024-10-07,2024,10,Q4,South,Beauty,3,60.03,30.76,189.09,92.2,48.8,C00171,S079
2024-12-26,2024,12,Q4,West,Clothing,13,63.57,28.6,1239.62,681.91,55.0,C08767,S043
2023-03-29,2023,3,Q1,South,Groceries,14,35.32,13.17,445.03,279.09,62.7,C08637,S065
2024-04-30,2024,4,Q2,West,Groceries,8,46.44,29.57,352.94,128.21,36.3,C08210,S028
2024-01-07,2024,1,Q1,West,Electronics,3,271.25,140.93,651.0,312.77,48.0,C07453,S053
2022-10-02,2022,10,Q4,South,Electronics,10,383.41,156.01,4025.81,2387.7,59.3,C06184,S091
2023-08-06,2023,8,Q3,North,Electronics,7,398.59,171.08,2790.13,1592.57,57.1,C00327,S068
2024-06-16,2024,6,Q2,International,Groceries,14,32.6,12.28,479.22,298.7,62.3,C03285,S017
2023-11-13,2023,11,Q4,North,Beauty,8,61.87,34.36,643.45,286.1,44.5,C02615,S066
2024-02-12,2024,2,Q1,West,Automotive,2,218.66,88.3,341.11,203.36,59.6,C04937,S070
2022-05-17,2022,5,Q2,North,Groceries,7,50.34,25.89,352.38,171.15,48.6,C00315,S073
2023-12-09,2023,12,Q4,East,Clothing,6,48.57,27.71,437.13,187.74,42.9,C00661,S054
2023-05-26,2023,5,Q2,South,Home & Garden,2,154.25,80.19,308.5,148.12,48.0,C09922,S064
2022-08-21,2022,8,Q3,East,Groceries,6,55.3,25.2,331.8,180.6,54.4,C08299,S021
2023-02-25,2023,2,Q1,International,Home & Garden,10,163.77,69.25,1277.41,737.26,57.7,C07044,S069
2023-07-19,2023,7,Q3,West,Groceries,6,62.41,39.63,381.95,139.41,36.5,C09564,S065
2024-11-15,2024,11,Q4,North,Clothing,11,58.21,25.01,832.4,474.76,57.0,C01951,S058
2022-03-14,2022,3,Q1,International,Sports,13,98.65,40.36,1154.21,681.99,59.1,C04942,S041
2022-12-02,2022,12,Q4,North,Home & Garden,5,111.99,72.36,839.92,297.22,35.4,C03646,S015
2024-08-27,2024,8,Q3,South,Electronics,7,331.48,202.04,2320.36,906.08,39.0,C07953,S055
2022-05-06,2022,5,Q2,North,Groceries,2,50.19,17.78,100.38,64.82,64.6,C00403,S020
2024-10-10,2024,10,Q4,South,Groceries,7,62.21,33.18,457.24,213.37,46.7,C08396,S066
2022-07-18,2022,7,Q3,North,Electronics,5,352.33,223.59,1796.88,656.57,36.5,C08860,S098
2022-02-06,2022,2,Q1,North,Sports,4,76.52,28.66,238.74,149.32,62.5,C02317,S019
2022-11-13,2022,11,Q4,East,Beauty,7,76.41,45.62,695.33,280.19,40.3,C06440,S034
2023-04-08,2023,4,Q2,North,Electronics,4,310.66,182.88,1180.51,485.56,41.1,C09472,S059
2023-07-31,2023,7,Q3,East,Clothing,6,47.03,26.26,287.82,127.11,44.2,C05053,S007
2023-03-19,2023,3,Q1,East,Groceries,3,59.77,21.7,161.38,102.79,63.7,C04335,S047
2024-09-26,2024,9,Q3,West,Sports,3,115.14,71.44,338.51,128.48,38.0,C09059,S039
2024-07-12,2024,7,Q3,West,Sports,6,117.3,44.96,717.88,442.72,61.7,C06946,S028
2023-05-06,2023,5,Q2,East,Toys,9,31.22,16.33,280.98,134.01,47.7,C00871,S002
2024-10-12,2024,10,Q4,West,Groceries,14,31.54,18.22,463.64,195.8,42.2,C07255,S028
2022-08-13,2022,8,Q3,South,Electronics,13,439.98,254.03,5719.74,2417.35,42.3,C03323,S042
2024-01-07,2024,1,Q1,South,Beauty,12,61.99,38.38,595.1,226.66,38.1,C07839,S053
2022-10-18,2022,10,Q4,East,Clothing,1,68.29,28.44,71.7,41.84,58.4,C00619,S024
2023-05-18,2023,5,Q2,West,Home & Garden,1,135.33,51.73,135.33,83.6,61.8,C03907,S025
2022-09-03,2022,9,Q3,West,Groceries,2,51.78,30.44,101.49,41.83,41.2,C06208,S095
2024-03-21,2024,3,Q1,North,Clothing,2,76.26,45.19,137.27,55.93,40.7,C01697,S024
2024-07-17,2024,7,Q3,North,Toys,9,48.65,31.47,446.61,157.71,35.3,C07000,S016
2023-06-20,2023,6,Q2,North,Electronics,6,355.56,156.66,2240.03,1253.07,55.9,C08029,S098
2022-09-06,2022,9,Q3,North,Toys,10,32.07,11.41,314.29,202.47,64.4,C06205,S082
2022-10-01,2022,10,Q4,West,Sports,13,112.07,42.42,1529.76,950.72,62.1,C03194,S059
2023-05-15,2023,5,Q2,International,Clothing,11,89.11,41.21,980.21,526.9,53.8,C06446,S009
2022-04-23,2022,4,Q2,International,Beauty,14,60.56,36.73,805.45,316.94,39.3,C09211,S088
2022-05-28,2022,5,Q2,South,Toys,9,47.66,30.03,428.94,158.67,37.0,C05575,S052
2022-05-24,2022,5,Q2,East,Automotive,9,271.12,146.71,2440.08,1119.69,45.9,C07410,S004
2024-04-25,2024,4,Q2,North,Clothing,4,82.23,52.07,312.47,114.61,36.7,C04279,S084
2023-08-06,2023,8,Q3,North,Clothing,1,70.09,38.12,70.09,31.97,45.6,C03835,S094
2023-09-05,2023,9,Q3,East,Home & Garden,6,106.34,65.54,625.28,239.9,38.4,C09492,S040
2024-01-06,2024,1,Q1,South,Beauty,5,59.71,26.69,238.84,132.08,55.3,C02241,S078
2023-08-20,2023,8,Q3,West,Automotive,10,204.94,73.16,2049.4,1317.8,64.3,C01631,S036
2024-03-08,2024,3,Q1,East,Toys,14,39.75,18.93,500.85,262.33,52.4,C07412,S004
2022-09-09,2022,9,Q3,West,Groceries,2,59.92,34.92,117.44,49.0,41.7,C09196,S027
2022-06-15,2022,6,Q2,International,Home & Garden,9,88.9,41.23,840.11,450.48,53.6,C02950,S001
2023-04-29,2023,4,Q2,North,Electronics,5,386.42,226.35,1835.5,760.33,41.4,C02695,S005
2022-04-09,2022,4,Q2,East,Automotive,2,255.6,92.82,485.64,309.28,63.7,C08010,S074
2024-08-13,2024,8,Q3,North,Clothing,7,90.32,37.5,632.24,369.74,58.5,C08651,S039
2024-11-20,2024,11,Q4,North,Home & Garden,12,166.67,89.22,2600.05,1208.22,46.5,C00721,S093
2023-09-29,2023,9,Q3,North,Clothing,4,76.69,46.56,300.62,118.11,39.3,C06907,S027
2023-04-23,2023,4,Q2,North,Automotive,6,259.72,115.81,1480.4,820.29,55.4,C08293,S065
2024-09-30,2024,9,Q3,West,Sports,1,92.17,34.36,90.33,56.65,62.7,C05724,S009
2024-09-19,2024,9,Q3,North,Groceries,1,45.47,25.46,44.56,19.61,44.0,C00992,S017
2024-07-21,2024,7,Q3,North,Sports,2,66.08,40.65,134.8,51.88,38.5,C06052,S097
2024-12-12,2024,12,Q4,North,Electronics,14,435.42,219.66,9143.82,4530.96,49.6,C07050,S051
2022-09-10,2022,9,Q3,West,Groceries,8,36.36,14.64,285.06,170.28,59.7,C05435,S084
2022-05-17,2022,5,Q2,West,Groceries,7,53.38,33.39,373.66,139.93,37.4,C01046,S023
2022-07-23,2022,7,Q3,South,Toys,1,48.35,29.95,49.32,18.77,38.1,C01154,S052
2022-07-04,2022,7,Q3,East,Beauty,14,72.95,32.34,1041.73,579.91,55.7,C06720,S041
2024-01-01,2024,1,Q1,International,Clothing,14,61.53,28.54,689.14,369.49,53.6,C02872,S046
2023-12-14,2023,12,Q4,East,Clothing,14,71.07,29.45,1492.47,874.02,58.6,C03147,S022
2022-04-18,2022,4,Q2,International,Beauty,3,46.32,23.78,132.01,64.24,48.7,C09111,S079
2022-07-14,2022,7,Q3,International,Electronics,6,345.52,184.43,2114.58,985.87,46.6,C03001,S070
2023-09-18,2023,9,Q3,International,Electronics,9,367.3,202.2,3239.59,1456.18,44.9,C04867,S005
2024-05-18,2024,5,Q2,South,Sports,6,60.48,32.23,362.88,169.5,46.7,C09037,S011
2024-11-23,2024,11,Q4,North,Groceries,9,41.53,18.07,485.9,274.48,56.5,C09196,S024
2024-01-31,2024,1,Q1,North,Automotive,4,163.03,94.36,521.7,219.74,42.1,C07329,S088
2023-07-08,2023,7,Q3,West,Electronics,2,393.45,247.03,802.64,298.7,37.2,C03755,S026
2023-06-18,2023,6,Q2,East,Electronics,9,401.66,180.03,3795.69,2094.4,55.2,C05804,S031
2023-07-23,2023,7,Q3,North,Sports,6,99.08,41.21,606.37,354.16,58.4,C06300,S027
2023-06-23,2023,6,Q2,North,Electronics,12,298.27,112.35,3758.2,2342.59,62.3,C08609,S001
2024-06-27,2024,6,Q2,North,Home & Garden,10,139.59,69.55,1465.7,735.42,50.2,C05442,S084
2024-10-05,2024,10,Q4,East,Groceries,4,57.75,31.29,242.55,111.13,45.8,C00656,S024
2022-03-29,2022,3,Q1,East,Groceries,2,39.99,19.51,71.98,36.86,51.2,C08801,S066
2024-03-05,2024,3,Q1,North,Sports,12,114.88,42.22,1240.7,784.73,63.2,C07783,S007
2022-11-17,2022,11,Q4,West,Groceries,10,44.48,19.33,578.24,326.95,56.5,C07265,S017
2022-07-09,2022,7,Q3,North,Electronics,12,286.47,136.27,3506.39,1838.45,52.4,C06202,S065
2024-03-25,2024,3,Q1,South,Groceries,8,52.35,22.18,376.92,217.22,57.6,C08340,S040
2022-04-30,2022,4,Q2,East,Toys,14,36.87,21.92,490.37,198.83,40.5,C06911,S089
2024-11-26,2024,11,Q4,North,Groceries,4,41.06,25.68,213.51,79.98,37.5,C04439,S037
2023-01-03,2023,1,Q1,North,Beauty,8,75.35,45.11,482.24,193.54,40.1,C08703,S026
2022-11-21,2022,11,Q4,North,Sports,8,73.73,36.27,766.79,389.58,50.8,C00650,S008
2022-12-03,2022,12,Q4,International,Groceries,12,56.15,21.88,1010.7,616.86,61.0,C07467,S081
2022-02-05,2022,2,Q1,North,Groceries,8,61.99,24.67,386.82,232.88,60.2,C07566,S022
2024-05-24,2024,5,Q2,East,Groceries,5,44.42,16.48,222.1,139.7,62.9,C03272,S022
2024-09-26,2024,9,Q3,East,Automotive,4,140.75,81.91,551.74,230.65,41.8,C07681,S088
2024-05-03,2024,5,Q2,South,Groceries,13,56.55,33.94,735.15,293.93,40.0,C04166,S002
2024-07-19,2024,7,Q3,North,Automotive,14,178.83,107.38,2553.69,1020.31,40.0,C09376,S016
2024-10-31,2024,10,Q4,International,Beauty,7,63.41,22.56,466.06,300.25,64.4,C00079,S015
2024-10-22,2024,10,Q4,West,Sports,8,64.41,23.05,541.04,347.42,64.2,C06752,S062
2023-06-18,2023,6,Q2,North,Beauty,3,46.71,17.78,147.14,91.13,61.9,C04106,S010
2022-08-03,2022,8,Q3,West,Clothing,7,69.8,39.15,488.6,214.55,43.9,C02108,S062
2022-02-10,2022,2,Q1,West,Clothing,2,85.72,37.49,133.72,75.24,56.3,C07190,S025
2022-01-10,2022,1,Q1,South,Clothing,2,49.12,17.77,78.59,50.16,63.8,C07167,S079
2024-11-27,2024,11,Q4,South,Electronics,14,291.23,161.24,5300.39,2365.82,44.6,C02945,S084
2023-10-31,2023,10,Q4,East,Groceries,7,45.53,27.46,334.65,132.81,39.7,C09421,S066
2023-08-03,2023,8,Q3,South,Groceries,11,60.44,25.88,664.84,380.16,57.2,C00053,S069
2023-04-30,2023,4,Q2,International,Groceries,8,40.74,26.32,309.62,109.59,35.4,C08927,S012
2022-12-13,2022,12,Q4,South,Electronics,14,451.86,241.62,9489.06,4415.04,46.5,C06840,S029
2024-05-03,2024,5,Q2,North,Electronics,5,328.37,116.97,1641.85,1057.0,64.4,C06135,S012
2024-01-29,2024,1,Q1,North,Groceries,8,57.1,30.93,365.44,167.49,45.8,C06714,S043
2022-05-02,2022,5,Q2,International,Groceries,1,39.79,16.71,39.79,23.08,58.0,C04203,S075
2022-09-22,2022,9,Q3,International,Groceries,11,39.22,21.09,422.79,195.44,46.2,C05099,S077
2022-10-12,2022,10,Q4,South,Electronics,14,288.66,150.91,4243.3,2024.93,47.7,C08742,S041
2022-12-30,2022,12,Q4,North,Home & Garden,11,167.46,106.29,2763.09,1009.31,36.5,C08131,S050
2024-11-02,2024,11,Q4,North,Electronics,11,372.94,132.61,5333.04,3436.72,64.4,C05790,S061
2024-02-04,2024,2,Q1,East,Electronics,13,399.94,185.06,4055.39,2178.88,53.7,C02309,S025
2022-09-23,2022,9,Q3,East,Clothing,10,83.08,48.54,814.18,338.49,41.6,C00158,S082
2022-08-08,2022,8,Q3,South,Clothing,2,84.51,31.91,169.02,105.2,62.2,C06486,S093
2023-03-07,2023,3,Q1,North,Groceries,14,53.42,24.94,673.09,358.85,53.3,C00094,S051
2022-02-15,2022,2,Q1,International,Clothing,9,72.15,39.65,506.49,228.15,45.0,C05853,S057
2023-10-01,2023,10,Q4,North,Electronics,6,323.48,174.53,2037.92,938.39,46.0,C09854,S064
2024-11-25,2024,11,Q4,East,Electronics,2,476.65,230.59,1239.29,639.76,51.6,C03951,S009
2022-08-10,2022,8,Q3,South,Clothing,12,88.22,39.29,1058.64,587.16,55.5,C09676,S097
2024-07-12,2024,7,Q3,West,Electronics,5,304.03,152.02,1550.55,775.25,50.0,C07368,S076
2022-02-26,2022,2,Q1,South,Clothing,6,71.32,35.83,333.78,166.09,49.8,C02958,S073
2024-12-21,2024,12,Q4,North,Groceries,14,46.95,20.97,985.95,545.58,55.3,C04579,S042
2022-10-04,2022,10,Q4,West,Groceries,9,62.62,28.89,591.76,318.75,53.9,C06047,S036
2022-10-28,2022,10,Q4,North,Groceries,4,32.19,14.66,135.2,73.63,54.5,C02312,S078
2023-09-04,2023,9,Q3,South,Groceries,12,51.51,27.05,605.76,287.65,47.5,C04353,S048
2024-07-15,2024,7,Q3,International,Electronics,6,254.92,97.45,1560.11,963.72,61.8,C08119,S077
2023-11-09,2023,11,Q4,East,Toys,12,41.64,24.06,649.58,274.25,42.2,C03347,S070
2023-12-23,2023,12,Q4,West,Groceries,11,47.82,21.19,789.03,439.39,55.7,C07420,S086
2022-01-02,2022,1,Q1,West,Groceries,9,48.03,28.29,345.82,142.13,41.1,C05343,S049
2024-01-23,2024,1,Q1,North,Home & Garden,14,114.39,65.69,1281.17,545.44,42.6,C06930,S025
2024-09-04,2024,9,Q3,South,Electronics,6,437.04,226.9,2569.8,1235.62,48.1,C07076,S017
2024-02-19,2024,2,Q1,East,Electronics,11,293.18,178.91,2515.48,980.44,39.0,C03840,S067
2022-09-21,2022,9,Q3,East,Groceries,2,31.95,20.25,62.62,22.93,36.6,C03630,S042
2022-06-11,2022,6,Q2,International,Groceries,6,51.72,21.9,325.84,187.87,57.7,C07279,S012
2023-04-30,2023,4,Q2,South,Clothing,6,48.65,23.4,277.3,143.92,51.9,C05825,S042
2023-07-11,2023,7,Q3,West,Groceries,1,40.0,14.75,40.8,25.75,63.1,C06692,S095
2022-03-25,2022,3,Q1,West,Groceries,8,45.01,23.86,324.07,152.28,47.0,C04773,S052
2022-06-20,2022,6,Q2,South,Home & Garden,2,147.58,74.02,309.92,154.48,49.8,C04229,S083
2024-06-16,2024,6,Q2,West,Electronics,14,276.91,157.33,4070.58,1757.83,43.2,C04455,S045
2024-08-05,2024,8,Q3,South,Electronics,4,283.78,165.38,1135.12,473.6,41.7,C07556,S023
2023-10-08,2023,10,Q4,North,Sports,10,98.07,34.82,1029.73,664.12,64.5,C05785,S030
2023-02-24,2023,2,Q1,International,Groceries,10,46.58,19.33,363.32,212.55,58.5,C05364,S085
